TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PEP_STAR,RECENT_STAR_STATUS,recency_freq_status,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_PROM_RESP,LAST_GIFT_AMT,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
1,15,162271,29,,0,S,11,U,M,,0,,4474,467,54,1,0,A1,0.167,20,15,10,20,33
0,0,162284,65,,0,S,13,H,F,6,0,9,5190,870,88,1,0,A4,0.5,21,7,12,21,64
1,14,162341,41,,0,S,11,U,F,,0,,3693,358,34,1,0,A2,0.273,18,14,12,18,41
0,0,162373,17,,0,S,15,U,M,,0,,2929,332,44,0,0,F1,0.333,20,15,8,20,20
0,0,162501,113,,0,S,11,U,F,,0,7,2674,477,67,0,0,A1,0.25,16,20,13,16,103
1,23,162525,41,,0,S,17,U,M,,0,,4093,603,69,0,0,A1,0.1,24,20,26,21,41
1,37,162567,29,,0,S,13,U,F,5,1,,3088,612,75,0,0,A2,0.375,23,20,13,23,29
0,0,162591,101,,0,T,35,U,M,,0,9,1147,334,48,0,0,A1,0.091,18,25,15,18,93
0,0,162610,29,,0,S,17,U,F,,0,,2250,227,8,0,0,A3,0.286,18,12,12,18,29
0,0,162625,137,,0,S,17,U,F,,0,1,2250,227,8,0,0,A2,0.1,22,17,12,22,123
0,0,162649,53,,0,S,13,H,F,7,0,7,2530,311,26,0,0,A1,0.125,17,15,12,17,52
1,5,162650,53,,0,S,11,U,M,5,1,7,3010,410,54,1,1,S4,0.364,18,10,13,18,51
1,20,162656,77,,0,T,40,U,F,,0,4,685,166,35,1,0,A1,0.111,18,20,13,18,68
0,0,162677,29,,0,U,1,U,F,2,0,,2336,517,78,1,0,A3,0.4,15,7,12,15,29
0,0,162679,41,,0,S,11,U,M,,0,,5157,655,75,0,0,A2,0.286,15,19,5,15,35
0,0,162755,53,,0,S,11,U,F,,0,,3010,410,54,1,0,A3,0.111,15,8,12,15,52
0,0,162762,77,,0,S,20,H,M,4,0,7,2727,421,80,0,0,A1,0.167,18,15,10,18,68
0,0,162792,17,,0,U,1,U,U,,0,,1673,418,35,0,0,F1,0.5,16,28,11,16,16
0,0,162799,17,,0,U,2,U,U,,0,,2848,470,60,0,0,F1,0.333,21,20,10,21,21
0,0,162803,29,,0,U,1,U,M,,0,,2438,390,11,0,0,N1,0.2,23,20,8,23,23
0,0,162825,53,,0,U,1,U,F,,0,,6000,359,0,0,0,A2,0,18,15,12,18,53
0,0,162833,77,,0,U,3,U,F,,0,,3370,342,49,0,0,A1,0,18,15,12,18,75
0,0,162865,17,,0,U,2,U,M,,0,,2895,508,70,0,0,F1,0.333,21,20,10,21,21
0,0,162937,41,,0,U,1,U,F,,0,,2750,244,3,1,0,A1,0.273,23,20,12,23,39
0,0,162952,17,,0,U,10,U,F,,0,,0,132,0,0,0,N2,0.333,16,16,12,16,21
0,0,162964,17,,0,U,1,U,M,,0,,4500,146,0,0,0,F1,0.5,16,23,12,16,16
0,0,162974,113,,0,U,10,U,F,,0,0,0,0,0,1,0,A2,0.222,18,10,13,18,113
0,0,162976,17,,0,U,7,U,F,,0,,2083,400,30,0,0,F1,0.333,21,20,10,21,21
1,10,162994,29,,0,U,1,U,M,,0,,2750,252,7,0,0,N3,0.25,18,12,12,18,23
1,24,163018,29,,0,U,1,U,M,,0,,3500,351,27,0,0,A2,0.25,20,25,13,20,32
1,7,163081,41,,0,U,1,U,M,5,0,,3912,351,17,1,0,A4,0.556,18,10,13,18,40
0,0,163151,101,,0,U,6,U,U,,0,5,2530,394,69,1,0,A1,0.1,19,20,13,19,90
0,0,163178,137,,0,U,2,U,F,,0,6,2618,430,87,1,1,S2,0,20,11,12,20,126
0,0,163194,77,,0,U,1,U,F,,0,2,3700,391,26,1,0,A2,0.375,18,30,8,18,66
0,0,163200,17,,0,U,1,U,F,,0,,3722,286,18,0,0,F2,0.5,15,11,12,15,16
0,0,163221,65,,0,U,9,U,F,,0,0,2375,149,4,0,0,A2,0.125,16,12,13,16,65
0,0,163233,17,,0,U,2,U,F,7,0,,2195,507,86,0,0,F1,0.5,17,15,10,17,17
0,0,163261,65,,0,U,2,U,M,5,1,7,3176,434,67,1,1,S3,0,19,10,13,18,56
0,0,163267,77,,0,U,2,H,F,7,0,6,3610,443,81,1,0,A1,0.091,25,20,12,25,76
0,0,163300,137,,0,U,2,H,F,7,1,6,3177,439,70,1,1,S4,0.364,15,10,13,15,120
0,0,163333,29,,0,U,2,U,F,5,0,,4213,407,56,0,0,N2,0.2,17,22,12,17,24
0,0,163351,101,,0,U,3,U,M,,0,8,5392,475,35,1,0,A1,0.125,24,12,10,24,105
1,6,163369,17,,0,U,5,U,U,,0,,2250,181,1,0,0,N3,0.333,20,3,11,19,21
0,0,163393,77,,0,U,3,U,F,,0,,4224,314,28,1,1,S2,0,18,22,13,18,68
0,0,163411,17,,0,U,6,U,F,,0,,2718,349,53,0,0,F1,0.5,17,15,11,17,17
1,20,163412,17,,0,U,3,H,F,7,0,,2841,426,45,1,0,F1,0.5,15,20,10,15,15
0,0,163432,53,,0,U,3,U,F,,0,3,2618,430,87,0,0,A1,0,26,30,11,26,52
0,0,163494,77,,0,U,1,U,F,,0,,5733,399,13,1,1,S2,0.125,18,6,12,18,75
1,15,163506,137,,0,U,1,U,F,,0,8,3556,735,94,1,1,S2,0.3,16,15,14,16,120
0,0,163534,41,,0,U,2,U,F,,0,8,3787,597,83,0,0,A2,0.25,22,15,12,22,44
0,0,163566,53,,0,T,39,U,F,,0,,732,264,28,0,0,A1,0.143,20,15,7,20,51
1,100,163608,41,,0,S,13,H,M,7,0,,5407,1066,88,0,0,A4,0.375,20,30,14,18,34
1,10,163614,65,,0,U,2,U,F,,0,7,4051,588,92,1,1,S3,0.182,18,10,13,17,65
0,0,163636,17,,0,U,3,U,F,,0,,5222,544,27,0,0,F1,0.5,16,25,11,16,16
0,0,163656,125,,0,U,1,H,F,3,0,9,5667,447,32,1,0,A1,0,30,20,13,18,113
0,0,163660,29,,0,U,6,U,F,,0,,2139,499,76,0,0,A2,0.286,24,20,12,18,28
0,0,163709,89,,0,S,15,U,F,,0,9,5792,762,96,0,0,A1,0,25,50,12,25,86
0,0,163758,29,,0,S,11,U,F,,0,,4612,513,60,0,0,A1,0.333,23,15,10,23,29
1,25,163857,17,,0,U,3,U,M,,0,,3564,456,56,0,0,E1,1,15,20,8,15,15
0,0,163860,17,,0,U,3,H,U,2,1,,2701,439,45,0,0,F1,0.333,21,25,11,21,21
0,0,163873,53,,0,U,2,U,F,,0,6,3378,451,52,1,1,S4,0.545,21,10,13,21,53
0,0,163903,137,,0,U,3,H,F,5,0,6,3428,398,55,1,1,S2,0.364,20,13,13,20,130
0,0,163906,137,,0,S,13,U,F,,0,,2286,276,50,1,0,A1,0.125,17,14,13,17,129
0,0,163911,29,,0,U,2,U,F,,0,,4197,736,87,1,0,N4,0.429,16,10,13,16,27
0,0,163934,17,,0,U,1,U,F,,0,,3539,369,34,0,0,F1,0,16,20,12,16,16
0,0,163959,29,,0,U,3,U,F,1,1,,2345,333,29,0,0,A3,0.167,18,10,12,18,30
0,0,164032,65,,0,?,,U,M,,0,9,3507,761,90,0,0,A1,0,19,25,13,19,63
0,0,164133,137,,0,C,24,U,F,,0,8,2137,556,84,1,1,S2,0.111,18,17,12,18,114
0,0,164160,77,,0,S,20,U,F,,1,3,2029,511,70,0,0,A1,0.143,18,15,10,18,77
1,15,164175,137,,0,R,46,H,F,5,1,4,1914,351,81,0,0,A1,0.125,21,15,11,21,126
0,0,164289,77,,0,U,5,U,M,,0,4,1553,322,42,0,0,A1,0.182,22,15,12,22,65
1,30,164306,17,,0,S,20,U,F,,0,,2725,629,83,0,0,F1,0.5,18,15,11,18,18
0,0,164322,53,,0,S,11,H,F,7,0,7,2467,543,68,1,1,S3,0.4,23,9,11,23,52
0,0,164330,77,,0,S,17,U,M,,0,4,563,285,73,1,1,S2,0.4,17,16,13,17,68
1,20,164367,41,,0,S,14,U,F,,1,,875,280,93,0,0,A2,0.2,24,20,12,24,38
0,0,164386,137,,0,U,2,H,F,6,1,8,2660,609,80,0,0,A1,0,18,16,13,18,125
0,0,164486,89,,0,S,11,U,F,,0,,2230,341,51,1,0,A4,0.364,16,6,12,16,86
0,0,164502,17,,0,C,30,U,F,,0,,1085,296,41,0,0,F1,0.5,17,30,11,17,17
0,0,164520,29,,0,C,27,U,F,5,0,,1263,309,35,0,0,A2,0.429,17,20,12,17,33
0,0,164522,41,,0,C,27,U,F,2,0,,1011,314,64,1,0,A3,0.4,19,5,12,19,39
1,3,164551,77,,0,C,27,U,F,,0,,1158,369,60,1,0,A4,0.222,18,3,14,18,75
0,0,164555,101,,0,C,24,U,F,,0,,3052,689,93,0,0,A1,0,18,20,9,18,93
0,0,164610,41,,0,U,2,H,F,2,1,,1211,428,88,0,0,A1,0.167,18,30,13,18,44
0,0,164622,65,,0,U,3,U,F,,0,8,1931,516,65,0,0,A3,0.125,16,11,12,16,57
0,0,164666,29,,0,U,3,H,F,4,0,,2222,504,80,0,0,A1,0.333,23,16,10,23,28
0,0,164704,17,,0,S,12,H,M,6,1,,2644,538,86,0,0,F1,0.5,17,20,9,17,17
0,0,164748,17,,0,U,8,U,U,,1,,1692,336,88,0,0,F1,0.5,16,20,13,16,16
0,0,164877,41,,0,U,3,U,F,,0,,1740,254,33,0,0,A2,0.125,18,20,12,18,44
0,0,164965,41,,0,S,14,U,M,,0,9,3107,677,92,1,1,S3,0.273,18,12,13,18,45
0,0,165010,53,,0,C,27,H,F,4,1,3,1844,338,38,0,0,A1,0.125,16,15,11,16,53
0,0,165042,41,,0,T,35,U,F,,0,6,3302,584,96,0,0,A1,0,19,50,13,19,44
0,0,165060,77,,0,T,35,U,M,3,0,7,4306,572,82,1,1,S3,0.273,18,22,13,18,69
0,0,165099,17,,0,S,11,H,F,7,0,,1724,412,82,0,0,F1,0.5,16,15,11,16,16
0,0,165109,41,,0,S,17,U,M,,0,,1660,296,48,0,0,A1,0.2,22,16,12,22,39
1,5,165177,77,,0,U,2,H,F,7,0,8,2698,563,65,1,1,S2,0.125,17,14,13,17,76
0,0,165234,65,,0,C,26,U,M,,0,3,1532,277,55,0,0,A1,0.2,24,15,5,24,56
0,0,165260,113,,0,R,46,U,U,,0,4,1469,334,86,0,0,A4,0.375,19,8,15,19,113
0,0,165283,29,,0,C,27,H,U,4,0,,2808,611,83,0,0,A2,0.143,21,20,13,18,28
0,0,165311,17,,0,U,9,U,F,,0,,1833,326,21,0,0,F1,0.5,18,15,10,18,18
1,30,165366,29,,0,T,35,U,M,,0,,5567,1094,97,0,0,N1,0.2,23,25,12,23,23
0,0,165367,29,,0,T,35,H,M,6,0,,5567,1094,97,0,0,F1,0.5,18,25,10,18,18
1,21,165392,17,,0,S,16,H,M,6,1,,1911,462,79,0,0,F1,0,16,15,11,16,16
0,0,165409,137,,0,S,14,U,F,,0,8,2186,603,93,1,0,A1,0,26,15,10,26,128
0,0,165432,65,,0,S,18,U,F,,0,5,2880,720,92,0,0,A1,0.286,24,15,11,24,56
0,0,165480,65,,0,S,13,H,F,5,1,8,2785,575,95,0,0,A1,0.091,26,15,10,26,65
1,10,165509,65,,0,C,24,H,M,5,0,8,2213,447,67,1,0,A1,0.3,17,10,14,17,63
0,0,165544,17,,0,S,20,H,F,5,0,,1663,402,62,0,0,F1,0.333,20,15,10,20,20
0,0,165556,29,,0,C,28,U,M,,0,,2351,381,76,0,0,A4,0.375,17,20,14,17,33
0,0,165606,89,,0,U,8,H,F,5,0,5,1609,346,56,1,1,S3,0.5,17,9,8,17,81
0,0,165696,53,,0,C,22,U,M,,1,0,3567,639,54,0,0,A1,0.286,22,15,11,22,50
0,0,165729,29,,0,U,2,H,M,7,0,,2430,507,73,0,0,A1,0.333,17,20,10,17,32
0,0,165819,17,,0,C,22,U,M,,0,,2567,571,67,0,0,N1,0.333,21,15,9,21,21
0,0,165839,17,,0,S,18,U,F,,0,,1333,118,10,0,0,F1,0.5,16,20,14,16,16
0,0,165876,17,,0,C,30,U,M,,0,,1099,275,44,0,0,N1,0.333,21,20,8,21,21
0,0,165911,17,,0,C,24,U,F,,0,,1795,510,71,0,0,F1,0,16,25,12,16,16
0,0,165990,77,,0,S,21,H,M,1,1,,994,240,94,0,0,A2,0.143,18,25,13,18,68
0,0,166000,89,,0,C,23,H,M,5,1,8,1865,364,97,0,0,L1,0,15,25,13,15,81
1,20,166024,137,,0,C,29,U,F,,0,8,1863,571,84,1,1,S3,0,15,18,9,15,124
0,0,166025,17,,0,S,11,H,F,6,0,,2831,436,51,0,0,F1,0,16,25,12,16,16
0,0,166035,29,,0,U,3,U,F,,0,,2328,416,48,0,0,N2,0.2,18,15,14,18,24
1,9,166207,29,,0,U,7,U,M,,0,,1367,342,41,1,0,A3,0.5,18,11,12,18,29
0,0,166256,17,,0,U,10,U,F,,0,,0,58,0,0,0,N3,0.333,15,5,12,15,20
0,0,166270,17,,0,U,1,H,U,5,0,,1438,400,46,0,0,F1,0.5,15,18,9,15,15
0,0,166311,29,,0,U,1,U,M,,0,,2375,313,14,0,0,A1,0.125,18,15,11,18,29
1,19,166324,101,,0,U,1,H,U,4,1,6,3357,284,15,1,0,A1,0,18,17,13,18,93
0,0,166364,89,,0,U,4,H,M,6,0,1,1700,122,5,0,0,A1,0.111,21,30,13,21,78
0,0,166474,29,,0,C,25,U,F,,0,,0,74,1,0,0,A1,0.143,28,25,12,25,28
0,0,166507,29,,0,S,13,H,U,6,0,,3244,583,88,0,0,A1,0.2,19,15,10,19,33
0,0,166510,65,,0,U,2,U,F,,0,9,3711,727,88,0,0,A3,0.3,18,21,14,18,56
0,0,166544,17,,0,C,30,U,M,,0,,691,105,26,0,0,N2,0.333,21,25,12,16,21
0,0,166558,29,,0,S,11,U,F,,0,,1900,444,65,0,0,N1,0,,20,8,23,23
0,0,166583,17,,0,S,20,U,F,,0,,2051,570,88,0,0,F1,0.5,16,20,14,16,16
0,0,166600,65,,0,U,2,H,F,3,0,7,1406,502,67,0,0,A1,0,20,16,12,20,56
0,0,166705,29,,0,S,13,U,M,,0,,2232,472,69,1,0,A4,0.333,18,10,14,18,29
0,0,166787,137,,0,C,24,H,U,6,0,8,3492,616,88,1,1,S2,0.143,15,12,12,15,126
0,0,166792,17,,0,S,17,U,M,,0,,1862,283,61,0,0,F1,0.5,15,15,11,15,15
0,0,166794,17,,0,S,17,U,F,,0,,1355,401,33,0,0,F1,0,20,15,10,20,20
1,13,166866,41,,0,S,15,H,F,6,1,,3921,754,89,0,0,A4,0.222,18,10,15,18,40
1,14,166870,41,,0,S,11,U,F,,0,,3700,444,56,0,0,A2,0.25,18,16,12,18,43
0,0,166902,29,,0,T,35,H,M,6,0,,2505,537,84,1,0,A2,0.429,20,25,13,20,29
1,5,166906,41,,0,S,17,U,F,,0,,2153,320,25,0,0,A3,0.125,15,8,12,15,38
0,0,166949,29,,0,S,21,U,F,,0,,2856,562,82,0,0,N1,0.25,24,20,7,24,24
1,5,167039,41,,0,S,13,U,U,,0,,3201,497,84,1,0,A4,0.5,20,3,12,18,42
0,0,167054,137,,0,S,13,U,F,3,1,7,559,302,46,1,0,A1,0,25,15,13,25,130
0,0,167076,101,,0,R,42,H,F,6,0,9,2891,418,60,1,0,A2,0.455,13,25,25,5,93
0,0,167134,17,,0,U,5,U,M,,0,,2369,393,70,0,0,F1,0,16,50,12,16,16
0,0,167139,17,,0,U,9,U,M,,0,,0,263,1,0,0,F1,0.333,21,20,10,21,21
0,0,167194,137,,0,U,1,U,F,,0,5,3034,404,43,1,0,A1,0.111,18,20,13,18,120
1,20,167396,17,,0,S,13,U,M,,0,,4764,784,90,0,0,F1,0,19,20,10,19,19
0,0,167420,17,,0,S,18,U,F,,0,,2250,772,43,0,0,F1,0.5,16,20,12,16,16
0,0,167447,53,,0,S,12,U,F,,0,6,3590,554,84,0,0,L1,0,15,15,12,15,51
0,0,167448,65,,0,S,12,H,M,6,0,8,2645,644,78,0,0,A2,0.182,23,20,12,23,56
0,0,167470,41,,0,S,21,H,F,6,0,,2220,514,70,0,0,N4,0.3,12,25,21,12,44
1,17,167482,41,,0,T,35,U,M,5,0,5,5233,420,69,0,0,A1,0,25,17,9,25,44
1,50,167493,77,,0,T,35,U,M,3,1,9,3445,750,86,1,0,A1,0,18,50,13,18,75
1,25,167495,89,,0,S,14,U,F,,0,8,2993,673,87,1,0,A1,0,26,25,6,26,81
1,25,167517,41,,0,R,42,H,F,5,0,3,2324,374,67,0,0,A1,0.222,16,25,14,16,45
0,0,167528,17,,0,U,1,U,M,2,0,,2356,277,19,0,0,F1,0.333,20,20,10,20,20
0,0,167561,113,,0,U,1,U,F,,0,4,2561,317,21,1,0,A1,0,18,12,11,18,113
1,21,167580,41,,0,U,1,U,M,4,1,4,2394,385,30,0,0,A1,0.143,21,15,10,21,44
0,0,167613,137,,0,U,2,U,F,,0,9,2819,311,93,0,0,A2,0,,10,11,18,128
1,10,167614,89,,0,U,10,U,F,,0,,2378,306,25,1,1,S2,0.182,24,10,12,24,80
0,0,167615,17,,0,S,17,U,M,,0,,2083,304,10,0,0,F1,0,16,25,11,16,16
0,0,167620,29,,0,S,12,U,F,,0,,3217,594,74,1,0,A4,0.375,17,30,14,17,32
0,0,167733,41,,0,T,34,U,M,,0,,0,0,0,0,0,A2,0,19,10,13,19,41
0,0,167748,53,,0,U,2,H,M,6,1,7,3359,541,81,1,0,A1,0.125,16,19,13,16,51
0,0,167794,17,,0,R,44,U,F,,0,,1770,378,69,0,0,F1,0,15,15,9,15,15
0,0,167824,89,,0,T,35,U,M,1,1,3,2904,480,78,1,0,A1,0,18,25,13,18,79
1,10,167892,41,,0,U,3,U,F,,1,,3259,267,43,1,1,S4,0.4,16,10,13,16,41
1,15,167916,41,,0,U,9,U,M,,0,,2188,71,1,0,0,A1,0.25,24,15,9,24,36
0,0,167978,17,,0,S,12,U,M,,0,,2558,440,64,0,0,F1,0.333,21,20,10,21,21
1,20,168044,53,,0,S,14,U,F,,0,9,2577,523,38,0,0,A1,0.111,18,20,13,18,53
0,0,168119,17,,0,S,15,U,M,,0,,1590,446,81,0,0,F1,0.333,19,25,10,19,19
1,10,168186,29,,0,U,3,U,U,,0,,2412,549,68,0,0,N1,0,,20,8,23,23
1,23,168234,17,,0,U,3,U,F,,0,,3514,531,66,0,0,F1,0.5,17,23,11,17,17
0,0,168247,29,,0,U,2,U,M,,0,,3276,444,88,0,0,A1,0.167,18,25,13,18,33
1,13,168317,77,,0,U,3,H,U,5,0,4,2341,311,43,1,0,A2,0.2,19,13,13,19,68
0,0,168325,137,,0,U,3,U,U,,0,8,2611,547,83,1,0,A1,0.25,21,20,6,21,130
0,0,168352,41,,0,S,19,U,M,2,0,,2458,339,23,1,1,S4,0.667,16,6,13,16,44
1,20,168389,29,,0,U,1,U,F,,0,,2930,372,24,0,0,N1,0,,15,8,23,23
0,0,168422,17,,0,U,2,U,F,,0,,3552,536,60,0,0,F1,0,20,15,12,20,20
1,25,168423,17,,0,U,2,U,F,,0,,3325,597,80,0,0,F1,0,19,20,10,19,19
0,0,168426,29,,0,U,1,U,F,,1,,2625,327,25,1,0,A4,0.333,15,6,12,15,29
0,0,168456,29,,0,U,2,H,U,6,0,,2750,578,83,0,0,N2,0.2,19,20,12,19,24
1,100,168574,29,,0,U,8,U,M,,0,,1749,234,25,0,0,N2,0.4,18,30,15,18,24
0,0,168577,29,,0,U,8,H,M,5,0,,875,240,95,1,0,N3,0.333,20,11,12,20,24
1,10,168589,65,,0,U,8,U,F,1,1,3,835,186,75,1,0,A3,0.2,15,12,15,15,57
0,0,168607,41,,0,S,12,U,M,,0,,2611,475,86,0,0,A1,0.125,21,15,11,21,44
1,9,168644,41,,0,S,14,H,U,6,0,9,3156,645,89,1,1,S3,0.222,15,10,12,15,44
0,0,168666,41,,0,U,3,U,M,,0,,2066,290,33,1,1,S4,0.778,17,4,13,17,38
0,0,168738,41,,0,S,20,U,F,2,0,3,989,329,49,1,1,S4,0.182,17,20,13,17,45
0,0,168799,29,,0,T,40,U,M,,0,,1068,357,90,0,0,A1,0.111,26,28,11,26,33
0,0,168819,77,,0,S,18,U,F,,0,7,1531,557,65,1,0,A1,0.222,21,17,13,21,69
0,0,168918,29,,0,C,29,U,M,5,0,,1254,254,58,0,0,N2,0.4,16,20,13,16,24
0,0,168976,137,,0,R,42,U,F,1,1,3,1331,364,87,0,0,A3,0.111,18,14,8,18,122
0,0,168987,113,,0,S,21,U,F,,0,,0,0,0,1,0,A1,0,18,17,12,18,113
0,0,168993,41,,0,C,27,H,M,5,0,,1021,397,85,0,0,A4,0.111,15,6,12,15,39
0,0,169041,29,,0,R,46,U,M,,0,,451,188,75,0,0,N1,0.25,24,15,9,24,24
1,10,169135,17,,0,C,27,H,F,2,0,,1751,273,41,0,0,F1,0.5,17,25,11,17,17
1,10,169188,53,,0,R,46,U,F,1,1,1,713,176,65,0,0,A3,0.286,15,10,11,15,52
0,0,169217,41,,0,C,27,H,M,6,1,,953,348,63,0,0,A1,0,25,50,11,25,44
0,0,169259,101,,0,C,26,U,F,,0,3,1219,318,79,1,0,A1,0.111,21,20,14,21,93
0,0,169288,41,,0,S,16,U,F,,0,,1824,340,73,0,0,A4,0,18,7,12,18,38
0,0,169345,113,,0,S,12,U,F,,0,,1303,316,55,1,0,A1,0,26,15,9,26,112
0,0,169355,41,,0,U,7,U,M,1,0,3,1190,251,47,1,1,S4,0.3,17,10,13,17,45
0,0,169478,113,,0,T,40,U,F,3,0,4,3445,417,67,1,1,S4,0.364,18,20,15,18,105
0,0,169540,89,,0,T,40,U,M,,0,2,1187,296,77,0,0,A1,0,18,22,13,18,81
0,0,169588,65,,0,C,31,U,U,1,0,,696,307,76,0,0,A2,0,19,20,14,19,55
0,0,169589,17,,0,T,40,U,F,,0,,992,263,71,0,0,F1,0.333,21,15,8,21,21
0,0,169603,29,,0,R,49,H,M,5,1,,1103,279,71,1,0,A4,0.429,16,10,15,16,28
1,7,169605,41,,0,C,30,U,U,,0,,1185,338,78,1,0,A4,0.455,16,7,14,16,44
0,0,169630,41,,0,?,,H,F,4,0,,1271,348,65,0,0,A1,0,30,40,13,18,41
0,0,169658,113,,0,R,52,H,M,5,0,0,732,251,56,0,0,A2,0.1,25,20,13,18,113
0,0,169665,29,,0,S,13,U,M,6,1,,3047,468,86,0,0,N4,0.4,18,7,14,18,24
0,0,169690,77,,0,C,27,U,F,,0,5,1423,303,56,1,1,S3,0.111,17,12,15,15,76
1,25,169700,125,,0,C,25,U,M,3,0,,1676,371,36,1,0,A1,0.167,18,20,13,18,125
1,10,169780,29,,0,C,26,U,U,,0,,1650,219,44,0,0,A1,0,26,15,9,26,30
1,15,169881,77,,0,C,23,U,F,,0,,2598,470,89,1,1,S3,0.5,17,12,12,17,68
0,0,169892,113,,0,C,29,U,F,,0,5,2211,260,35,1,0,A2,0.091,17,15,13,17,109
0,0,169916,137,,0,R,42,H,F,5,0,2,2419,364,73,1,1,S2,0.1,18,8,12,18,128
0,0,170001,29,,0,R,42,U,M,2,1,,1369,323,55,0,0,N1,0.25,24,25,10,24,24
0,0,170036,65,,0,T,34,U,M,,0,5,2690,467,76,0,0,A1,0.091,30,15,13,17,65
0,0,170067,77,,0,R,46,U,M,,0,,1854,297,43,0,0,A1,0,18,15,15,18,67
1,11,170229,137,,0,T,38,H,F,2,0,1,1493,229,78,1,1,S2,0.5,22,10,12,22,126
1,13,170231,137,,0,T,40,H,F,4,0,3,1719,213,69,1,1,S4,0.364,17,6,13,15,130
1,10,170256,65,,0,R,42,U,F,,0,,1246,264,76,0,0,A3,0.4,18,10,7,18,65
0,0,170287,17,,0,C,28,U,M,,0,,869,211,50,0,0,F1,0.333,21,25,12,21,21
0,0,170359,89,,0,?,,U,F,,0,,902,279,66,1,1,S3,0.25,19,10,12,19,86
1,10,170386,101,,0,R,44,U,F,,0,2,892,295,68,1,1,S2,0.375,16,10,12,16,92
0,0,170442,29,,0,R,42,U,F,3,0,,1167,313,68,0,0,F1,0.333,21,15,8,21,21
0,0,170444,41,,0,R,43,U,M,2,0,0,670,182,65,0,0,A1,0,18,15,14,18,44
0,0,170448,137,,0,R,43,U,U,,0,0,670,182,65,1,0,A1,0.125,24,20,9,24,123
0,0,170457,89,,0,R,49,U,F,,0,1,736,173,65,0,0,A1,0.111,22,18,12,22,86
1,12,170486,17,,0,T,35,U,M,,0,,993,347,77,0,0,N2,0.333,15,10,11,15,21
1,20,170489,29,,0,T,35,U,F,,0,,2128,470,93,0,0,A1,0,18,20,12,18,30
0,0,170588,77,,0,U,2,U,F,,0,8,1752,556,86,0,0,A2,0,18,10,14,18,75
0,0,170590,77,,0,U,3,U,F,,0,7,1954,463,74,1,0,A1,0,24,15,11,24,77
0,0,170643,41,,0,U,7,U,F,1,1,,1466,438,73,0,0,A1,0,18,15,12,18,44
0,0,170677,17,,0,U,10,U,F,,0,,1248,289,42,0,0,F1,0.5,17,20,10,17,17
0,0,170763,29,,0,U,5,U,F,,0,,1634,508,86,0,0,A1,0,18,15,10,18,32
0,0,170768,41,,0,U,7,U,F,,0,,1209,352,60,0,0,A2,0.125,18,15,12,18,40
0,0,170825,77,,0,T,35,U,U,,0,8,2409,575,91,0,0,A2,0.143,15,25,13,15,76
0,0,170854,17,,0,S,11,U,M,,0,,1135,295,56,0,0,F1,0,20,20,10,20,20
0,0,170860,29,,0,S,13,U,M,,0,,2587,569,95,0,0,A2,0.286,21,20,13,18,29
1,7,170889,101,,0,U,6,H,F,5,0,,1254,420,84,0,0,A2,0,19,5,13,15,100
1,10,170935,29,,0,R,44,H,F,5,0,,1468,365,92,0,0,N3,0.4,21,10,12,18,24
0,0,170937,65,,0,R,46,U,U,,0,,1397,336,83,0,0,A4,0.4,18,9,9,18,65
1,10,171072,53,,0,U,9,H,F,5,0,1,1033,246,47,1,1,S4,0.455,19,20,13,19,53
0,0,171089,17,,0,S,12,U,F,,0,,2296,549,76,0,0,F1,0.5,16,20,12,16,16
1,12,171205,101,,0,R,46,U,F,,0,0,689,205,77,1,0,A1,0.4,16,10,21,11,91
1,7,171227,41,,0,S,16,U,M,,0,,986,354,72,0,0,A3,0.286,16,10,13,16,44
0,0,171286,53,,0,S,12,U,M,4,0,8,2180,639,82,0,0,A1,0.167,24,30,12,24,53
0,0,171328,29,,0,T,34,U,M,,0,,1866,558,92,0,0,N3,0.143,18,12,14,18,27
1,25,171357,17,,0,T,35,H,F,4,1,,2631,689,91,0,0,F1,0.5,17,25,11,17,17
0,0,171370,29,,0,R,42,H,U,6,0,,1315,304,74,0,0,A1,0,18,25,13,18,28
1,6,171396,53,,0,C,27,H,M,6,1,,1401,441,65,1,0,A4,0.25,19,10,14,19,53
0,0,171445,53,,0,C,24,H,M,7,0,,1757,578,91,0,0,A1,0.143,2,15,12,18,53
1,6,171521,65,,0,R,46,U,F,,0,5,886,318,73,1,1,S3,0.25,15,6,13,15,64
0,0,171555,125,,0,R,46,H,F,5,0,4,1442,310,75,1,0,A1,0.125,20,15,14,20,124
0,0,171615,77,,0,S,20,U,F,,0,5,821,300,58,0,0,A2,0,18,15,12,18,66
1,12,171655,89,,0,S,21,U,F,,0,,1409,321,53,0,0,A2,0.111,18,10,9,18,84
0,0,171671,89,,0,C,27,U,F,,0,5,1261,290,60,0,0,A3,0.2,23,25,14,18,87
